Ticker;Date;Field Name;Value
MSFT;04-01-21;Volume;37130100
MSFT;05-01-21;Volume;23823000
MSFT;06-01-21;Volume;35930700
MSFT;07-01-21;Volume;27694500
MSFT;08-01-21;Volume;22956200
MSFT;11-01-21;Volume;23031300
MSFT;12-01-21;Volume;23249300
MSFT;13-01-21;Volume;20087100
MSFT;14-01-21;Volume;29480800
MSFT;15-01-21;Volume;31746500
MSFT;19-01-21;Volume;30480900
MSFT;20-01-21;Volume;37777300
MSFT;21-01-21;Volume;30709400
MSFT;22-01-21;Volume;30172700
MSFT;25-01-21;Volume;33152100
MSFT;26-01-21;Volume;49169600
MSFT;27-01-21;Volume;69870600
MSFT;28-01-21;Volume;49111200
MSFT;29-01-21;Volume;42503100
MSFT;01-02-21;Volume;33314200
MSFT;02-02-21;Volume;25916300
MSFT;03-02-21;Volume;27158100
MSFT;04-02-21;Volume;25296100
MSFT;05-02-21;Volume;18054800
MSFT;08-02-21;Volume;22211900
MSFT;09-02-21;Volume;23565000
MSFT;10-02-21;Volume;22186700
MSFT;11-02-21;Volume;15751100
MSFT;12-02-21;Volume;16561100
MSFT;16-02-21;Volume;26728500
MSFT;17-02-21;Volume;21653500
MSFT;18-02-21;Volume;16925600
MSFT;19-02-21;Volume;25262600
MSFT;22-02-21;Volume;36446900
MSFT;23-02-21;Volume;30228700
MSFT;24-02-21;Volume;26339700
MSFT;25-02-21;Volume;39542200
MSFT;26-02-21;Volume;37819200
MSFT;01-03-21;Volume;25324000
MSFT;02-03-21;Volume;22812500
MSFT;03-03-21;Volume;34029500
MSFT;04-03-21;Volume;44727800
MSFT;05-03-21;Volume;41872800
MSFT;08-03-21;Volume;35267400
MSFT;09-03-21;Volume;33080500
MSFT;10-03-21;Volume;29746800
MSFT;11-03-21;Volume;29907600
MSFT;12-03-21;Volume;22653700
MSFT;15-03-21;Volume;26034900
MSFT;16-03-21;Volume;28092200
MSFT;17-03-21;Volume;29562100
MSFT;18-03-21;Volume;34833000
MSFT;19-03-21;Volume;46430700
MSFT;22-03-21;Volume;30127000
MSFT;23-03-21;Volume;31638400
MSFT;24-03-21;Volume;25620100
MSFT;25-03-21;Volume;34061900
MSFT;26-03-21;Volume;25479900
MSFT;29-03-21;Volume;25227500
MSFT;30-03-21;Volume;24792000
MSFT;31-03-21;Volume;43623500
MSFT;01-04-21;Volume;30338000
MSFT;05-04-21;Volume;36910600
MSFT;06-04-21;Volume;22931900
MSFT;07-04-21;Volume;22719800
MSFT;08-04-21;Volume;23625200
MSFT;09-04-21;Volume;24326800
MSFT;12-04-21;Volume;27148700
MSFT;13-04-21;Volume;23837500
MSFT;14-04-21;Volume;23070900
MSFT;15-04-21;Volume;25627500
MSFT;16-04-21;Volume;24878600
MSFT;19-04-21;Volume;23209300
MSFT;20-04-21;Volume;19722900
MSFT;21-04-21;Volume;24030400
MSFT;22-04-21;Volume;25606200
MSFT;23-04-21;Volume;21462600
MSFT;26-04-21;Volume;19763300
MSFT;27-04-21;Volume;31014200
MSFT;28-04-21;Volume;46903100
MSFT;29-04-21;Volume;40589000
MSFT;30-04-21;Volume;30929200
