Ticker;Date;Field Name;Value
BNP.PA;04-01-21;Close Price;43,009998
BNP.PA;05-01-21;Close Price;42,919998
BNP.PA;06-01-21;Close Price;45,290001
BNP.PA;07-01-21;Close Price;46,310001
BNP.PA;08-01-21;Close Price;45,285
BNP.PA;11-01-21;Close Price;44,98
BNP.PA;12-01-21;Close Price;45,34
BNP.PA;13-01-21;Close Price;45,025002
BNP.PA;14-01-21;Close Price;45,130001
BNP.PA;15-01-21;Close Price;44,435001
BNP.PA;18-01-21;Close Price;44,805
BNP.PA;19-01-21;Close Price;44,110001
BNP.PA;20-01-21;Close Price;44,419998
BNP.PA;21-01-21;Close Price;44,34
BNP.PA;22-01-21;Close Price;43,084999
BNP.PA;25-01-21;Close Price;41,23
BNP.PA;26-01-21;Close Price;41,990002
BNP.PA;27-01-21;Close Price;40,525002
BNP.PA;28-01-21;Close Price;41,205002
BNP.PA;29-01-21;Close Price;39,779999
BNP.PA;01-02-21;Close Price;40,18
BNP.PA;02-02-21;Close Price;41,605
BNP.PA;03-02-21;Close Price;41,900002
BNP.PA;04-02-21;Close Price;42,485001
BNP.PA;05-02-21;Close Price;43,595001
BNP.PA;08-02-21;Close Price;44,119999
BNP.PA;09-02-21;Close Price;43,919998
BNP.PA;10-02-21;Close Price;45,134998
BNP.PA;11-02-21;Close Price;45,695
BNP.PA;12-02-21;Close Price;46,48
BNP.PA;15-02-21;Close Price;47,549999
BNP.PA;16-02-21;Close Price;47,610001
BNP.PA;17-02-21;Close Price;47,650002
BNP.PA;18-02-21;Close Price;47,075001
BNP.PA;19-02-21;Close Price;48,325001
BNP.PA;22-02-21;Close Price;49,299999
BNP.PA;23-02-21;Close Price;49,450001
BNP.PA;24-02-21;Close Price;50,169998
BNP.PA;25-02-21;Close Price;50,310001
BNP.PA;26-02-21;Close Price;49,275002
BNP.PA;01-03-21;Close Price;49,134998
BNP.PA;02-03-21;Close Price;50,450001
BNP.PA;03-03-21;Close Price;51,720001
BNP.PA;04-03-21;Close Price;51,650002
BNP.PA;05-03-21;Close Price;51,59
BNP.PA;08-03-21;Close Price;53,25
BNP.PA;09-03-21;Close Price;52,59
BNP.PA;10-03-21;Close Price;52,759998
BNP.PA;11-03-21;Close Price;52,330002
BNP.PA;12-03-21;Close Price;53,080002
BNP.PA;15-03-21;Close Price;51,830002
BNP.PA;16-03-21;Close Price;51,189999
BNP.PA;17-03-21;Close Price;51,68
BNP.PA;18-03-21;Close Price;52,889999
BNP.PA;19-03-21;Close Price;51,150002
BNP.PA;22-03-21;Close Price;50,709999
BNP.PA;23-03-21;Close Price;50,360001
BNP.PA;24-03-21;Close Price;51,119999
BNP.PA;25-03-21;Close Price;50,830002
BNP.PA;26-03-21;Close Price;51,669998
BNP.PA;29-03-21;Close Price;50,669998
BNP.PA;30-03-21;Close Price;52,619999
BNP.PA;31-03-21;Close Price;51,880001
BNP.PA;01-04-21;Close Price;52,150002
BNP.PA;06-04-21;Close Price;51,950001
BNP.PA;07-04-21;Close Price;52,290001
BNP.PA;08-04-21;Close Price;52
BNP.PA;09-04-21;Close Price;51,459999
BNP.PA;12-04-21;Close Price;51,419998
BNP.PA;13-04-21;Close Price;51,639999
BNP.PA;14-04-21;Close Price;51,98
BNP.PA;15-04-21;Close Price;51,759998
BNP.PA;16-04-21;Close Price;52,900002
BNP.PA;19-04-21;Close Price;53,330002
BNP.PA;20-04-21;Close Price;50,830002
BNP.PA;21-04-21;Close Price;50,360001
BNP.PA;22-04-21;Close Price;50,68
BNP.PA;23-04-21;Close Price;50,509998
BNP.PA;26-04-21;Close Price;51,91
BNP.PA;27-04-21;Close Price;51,860001
BNP.PA;28-04-21;Close Price;53,48
BNP.PA;29-04-21;Close Price;53,830002
BNP.PA;30-04-21;Close Price;53,389999
